about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
Established in 2017. Inspiring today's youth to participate in the greatest game on earth.,800 N Fairfax Ave,2.5,"Golf Equipment,Golf Lessons",Malbon Golf,7,5,Fairfax,8/27/2017,Coolest new spot...love the entire experience from the dope space and products to the golf simulator which is super fun especially for my kids...highly recommend!,AaNVkhhqaAsjoCbPa2d7Kw,Melissa L.,90046
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,5/9/2020,"Dr Dianne is a God-send. I've been to a few different holistic doctors and I can say she is nothing like I've experienced. She truly cares about you as a whole. She's also great with children, brought my 4 yr old to see her and now he even tells people about her. Thank OC total wellness for helping me find my way to healing.",tEj211gFDwe6tySbCUDfuQ,Katrina P.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,10/14/2019,"Diane Wendell is such a caring person, also very good at what she does. I had some weight and anxiety problems I couldn't find solutions to and did not want to be medicated. ",IEzzKYYjY6HM_kxIV9h7uA,Jen G.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,7/10/2019,I honestly can't say enough amazing things about Dr. Diane and Dr. Tammy. We have been driving down from Las Vegas for a few years. My father was really ill back in 2016 and I honestly believe he cheated death because of all their help. Dr Diane takes her time to listen and to also explain what causes different diseases and to explain how each supplement helps. It is absolutely mind blowing for us to see her evaluate wet and dry blood cells. When she read my dad's dry blood sample it was her reconfirming all the trauma my father endured as a child/teenager. The wet blood samples also looked awful (I have a before and after but it's outdated),YXvULm1ggMoyK5BPjhMuHA,Mai C.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,1/8/2020,I am so happy with my treatments and recommend to anyone that needs help with your health issues,czWNJkA0tExYHGff7lmCzQ,Jacki R.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,1/6/2019,I have been seeing Dr. Diane for over 10 years and she has helped my whole family and in-laws . She has wonderful insights and seeing my blood analysis on the spot is very helpful . She can help diagnose my health issues immediately . Her supplement store makes it easy to take home what I need immediately . She is someone I would definitely recommend.,2jSyvCs8R5tbc-nATIyVaA,Tom S.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,4,,1/8/2019,"Dr. Diane and Dr. Tammy are very friendly, professional and knowledgable. If your gastro-intestinal doctors can't diagnose correctly, then try OC Total Wellness, you will not be disappointed. They have been helping me with my digestive problems and getting my health back on track. I highly recommend OC Total Wellness if you are looking to improve your health and are in search of holistic naturopathic approach.",_Y-g_Ddbf6WaTYYSbKgA6A,Damian W.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,1,,8/19/2018,Canceled appts over and over with little notice.,nkEs_pEgffGUzNktQKDkyQ,Amanda R.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,10/9/2018,"No matter what ails You,  No matter what your Dr has told You,  There is Hope, Come see DR. Diane and she will get you back to Healthy, You just have to be willing to do what she says.  Stick to the diet and take the Vitamins she recommends.  She is incredible, She has been a blessing to me and she will be to you as well!",iPCqX82v7tDiQ9ggb1pvkw,Jennifer A.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,3/4/2019,Dr Wendell and the staff here are just absolutely wonderful! They explain things clearly and in my personal experience have gotten amazing results!!,3o_z2bujJfDxdkizi48cpw,Clint T.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,7/24/2018,"OC Total Wellness is great. I referred a friend of mine there at first. The feedback from my friend was so great that a month later I decided to try them out myself when I was visiting LA. Reason: I'm a new dad and it's just TOUGH to get to the gym as often as before and keep up a proper diet!! The first session was great, and now I'm having my eating plan emailed to me and working remotely with them, which is perfect for me. I'm about 5 pounds lighter and so far, so good! Definitely recommend the OC Total Wellness team.",0R-3GXooK7W-GHqxQQFPGQ,Benjamin P.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,12/12/2018,"Dr. Diane was so sweet and amazing with my 2 year old. My daughter constantly gets sick and with the recommended supplements and change in diet/nutrition, we have definitely seen a difference within the last month. A simple blood sample allowed us to find out many things that we wouldn't have even thought of. We are so grateful to have been recommended to see Dr. Diane. The receptionist is also so great and sweet. Played with my daughter while I was discussing the blood test results with Dr. Diane.",r-IbuEr-VMCb1beWCCbu2Q,Sheilla C.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,7/27/2015,"My husband and I started seeing Dr. Diane because we were just lethargic all the time even though we were only in mid 20s. With a combination of diet and supplements, I lost about 10lbs and gained muscles within 3 weeks and that's without exercising. Her product recommendation targeted on certain weak organs and the supplements helped returning them to full maximum working capacity. Suddenly, all other little health issues went away. My favorite is not getting winter allergy and dry skin that cracks and bleeds around my eyes anymore. There were days it looked like I cried blood. ",fQhSWyKTo4SYX65LAuMZIw,Thao G.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,1/18/2015,My family has been going here for years and have always been In good hands. I can't speak for the nutrition services personally  but my body when bent out of shape due to stress has been saved and quickly restored by Dr. Chris Wendell's talented chiropractic skills. Dr. Wendell has helped reduce the frequency and intensity of my migraines through adjustments. I have also had a couple incredible massages here as well. I highly recommend the nutrition plus wellness center.,porQoNY5btMUFyaQHFXPUA,Brittany B.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,1/25/2014,I went to this awesome place one month ago.  I was given a blood test and was really impressed. I have been taking supplements that I purchased from the Nutrition Center and they work. I feel brand new. My coworkers said that I look so relaxed.  I have not felt this good in years.  My cousin told me about this wonderful place.  I am thankful for Dr. Diane and her staff.,mSc0SvszU4cN02hhvaBkNg,Gail M.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,9/21/2013,This place is awesome. You are seen by the doctor herself and she spends time with you and answers all your questions. She makes you feel cared for and you realize right away that she really wants to get you back on track. This place is gold!,MwcThBiC6tuCeAtZ5G5MLA,Anamaria N.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,1,,7/10/2017,"I spent $803.36 at this place and I still have psoriasis which was the reason I went there. Basically I was seen by Dr. Diane who prescribes a bunch of supplements. I felt like I was just throwing money. Diane seamed very distracted in every appointment and she kept saying that I am ""getting better and I don't even know it"". That was not funny to me. She was inconsistent in her advice. For example she emphasized that I have to stay away from any sugar but she said to eat some cereal which, when I purchased it, I saw it has sugar. Some of the things that were irritating were that she did not even look at my skin, and did not talk about psoriasis but about parasites. It sort of felt like that office is some different planet... In the beginning she said to call her every week. I was very happy about that because I was really desperate in pain and I needed to be taken care of. She quickly changed that and said there is no need to call that often. According to the biomeridian I got rid of 3 out of 4 bugs but I, unfortunately, do not believe in their diagnosis and methods. I regret spending so much money there. The worst thing: I was not able to quit the supplements because she was saying that if I stop the parasites would multiply. OMG! I was scared so I continued to pay for the supplements and the office visits... I am just upset.",MjKXSx4H4GbpqP4woCaYnw,Sonj G.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,5/13/2015,"I am lucky to have come upon Dr. Diane & Nutrition Plus Wellness Center several years ago.  They have been able to help me with my personal health needs and goals and provide a wonderful program for adults.  However, I wanted to focus my testimony on the care Dr. Diane has provided for my young (4 year old) daughter.  Unfortunately, our daughter has battled years of health issues, ranging from chronic ear infections, food intolerances, digestive tract problems and developmental delays.  With other medical specialists, we've always come up empty handed with reasons why our daughter has endured these issues and solutions to help our sweet girl.  I just wish I had turned to Dr. Diane sooner.  In our first visit with Dr. Diane in March, within minutes of analyzing our daughter's blood sample, Dr. Diane was able to pinpoint practically all of her ailments.  Next, we conducted a biomeridian test with Tammy, which unveiled deeper details to the true issues that have been ailing our daughter in every physiological system.  We were floored and so grateful to finally get answers!  We are currently 6 weeks into Dr. Diane's supplement plan, and our daughter has never exuded such happiness and zest for life.  She is excited to attend preschool and constantly wants to schedule play dates with friends, when previously she just did not have the energy or will for these activities.  The greatest part has been the support.  Dr. Diane has truly been there for us every step of the way - every concern and question has been fully answered, and we've been provided extensive reassurance and support.  We whole-heartedly trust Dr. Diane and her team extensively and are grateful for the help they are continuing to provide our little girl and family.  THANK YOU!!!",p5wDN83my-M1QBDLsk15lA,Jill O.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,12/10/2012,Absolutely Amazing!! Got me on track and on the way to health!,v6EuZnmstFNNdHqsN9zdsg,Maddie D.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,2/4/2015,"Hi, I was referred to Dr. Wendell by my chiropractor, Dr. Karen Bloch. Dr. Wendell has been a life changer in my health! Her initial consultation includes all the testing and information you need to assess your total health on every level. One of the best investments I have ever made in my health and quality of daily life. My son also went to see her, he was under incredible stress and his system was depleted. The changes have been dramatic! My daughter just went this week and the test results told her everything she needs to be healthy and regain her energy. I can think of anyone who would not benefit from the holistic diagnostic program Dr Wendell has created. Whatever health issues you are dealing with, she can improve your health and quality of life!",IhS0toqJ6BakdwITBDRNlg,sue b.,92705
"We specialize in individualized nutritional programs, with state of the art testing, exposing root causes for chronic conditions.  We have over 30 years of experience helping people worldwide optimize their health.
Some of our services include:
* Nutritional Consultation with Clinical Nutritionist
* Live Blood Analysis
* Thermography
* Lifestyle and Food Planning for Special Needs
* Bioimpedance Analysis
* Biomeridian Testing
* Hormone Testing
* Allergy, Food and Parasite Testing
* TurboSonic Vibration Therapy
* Health Store with a wide variety of quality, professional products",601 N Parkcenter Dr,4.5,"Nutritionists,Naturopathic,Holistic,Health Coach",OC Total Wellness,22,5,,12/3/2015,"My daughter had gone from an active teenager to a 16 year old in pain 24/7 and in a wheelchair due to Fibromyalgia in a matter of one month. After meeting with Dr. Diane and following her supplement suggestions FOR ONLY ONE WEEK, my daughter is walking and virtually pain free. I cannot tell you how blessed we are to have been guided to her.",wnbz17l2cUqrQncYh8md-g,Lisa P.,92705
"Enhance your fitness training through Mayweather Boxing + Fitness programs and classes. Our in-gym training offers an authentic experience for members who want to learn the proper techniques and training regimens of real boxers, while getting in the best shape of their lives.",Mayweather Boxing + Fitness is temporarily closed.,4.5,"Interval Training,Gyms,Boxing,Trainers",Mayweather Boxing + Fitness,64,5,Beverly Grove,1/9/2020,Been here forever and the classes are still great. They keep switching up and never get boring. ,JuRAv860YssvHcWDoiLk-Q,Ariella H.,90048
"Enhance your fitness training through Mayweather Boxing + Fitness programs and classes. Our in-gym training offers an authentic experience for members who want to learn the proper techniques and training regimens of real boxers, while getting in the best shape of their lives.",Mayweather Boxing + Fitness is temporarily closed.,4.5,"Interval Training,Gyms,Boxing,Trainers",Mayweather Boxing + Fitness,64,2,Beverly Grove,2/21/2020,I was trying out different boxing gyms in the area and decided to give this one a try. They're prices are similar to other boxing gyms so that's cool.,bWESpCLKY4o8y_1uWl1kgA,Ziba H.,90048
"Enhance your fitness training through Mayweather Boxing + Fitness programs and classes. Our in-gym training offers an authentic experience for members who want to learn the proper techniques and training regimens of real boxers, while getting in the best shape of their lives.",Mayweather Boxing + Fitness is temporarily closed.,4.5,"Interval Training,Gyms,Boxing,Trainers",Mayweather Boxing + Fitness,64,2,Beverly Grove,12/10/2019,Type of training they provide is simple but effective HIIT . Depending on how active you are during the work out you may burn some significant calories and get results if you are consistent. In less than few months you will get bored of doing the same thing for sure.,5PJkSqLRD4S2RlF092Pbgw,Vrej K.,90048
"Enhance your fitness training through Mayweather Boxing + Fitness programs and classes. Our in-gym training offers an authentic experience for members who want to learn the proper techniques and training regimens of real boxers, while getting in the best shape of their lives.",Mayweather Boxing + Fitness is temporarily closed.,4.5,"Interval Training,Gyms,Boxing,Trainers",Mayweather Boxing + Fitness,64,4,Beverly Grove,1/17/2020,"While staying at the Kimpton Wilshire, I got complimentary access to this gym. I'm not much of a boxer but I am gym rat, and solid fan of Mayweather so I jumped at the experience. When I arrived on Saturday a bit before 9A,M, I was greeted warmly by the front desk. They informed me that there was a class going on but that the gym would open up thereafter. I waited and got to see the class. It looked intense, fun and a totally diverse HIIT training workout. Loved it! The space itself is well-maintained and modern, but it is notably small and they lack a lot of cardio and weighted equipment, so it wasn't totally for me. Still... for a small gym that focuses primarily on HIIT and boxing classes, it did the job for a short weekend.",GFyA9ULGAeD-xZEPto2y7A,Helina M.,90048
"Enhance your fitness training through Mayweather Boxing + Fitness programs and classes. Our in-gym training offers an authentic experience for members who want to learn the proper techniques and training regimens of real boxers, while getting in the best shape of their lives.",Mayweather Boxing + Fitness is temporarily closed.,4.5,"Interval Training,Gyms,Boxing,Trainers",Mayweather Boxing + Fitness,64,5,Beverly Grove,1/9/2020,"One of the most phenomenal experiences I've ever had working out! I'm truly beat, with a true sense of accomplishment at the conclusion of each class. The Coaches are amazing! They push you beyond your max and truly motivate you to keep going and reach those goals! ""I don't know where everyone's at, but we're here!, ""Remember why you came here today,"" ""Fire"" ... some of my favorite sayings from the coaches I've come across. The staff is beyond excellent! The ambiance of this place is extremely welcoming, I knock out classes back fo back to where at times I don't  want to leave.. lol. Overall, I truly enjoy this gym and am proud to be apart of Team Mayweather!",5CQxvqBe5cjJ_oVZ0kxS3A,Don L.,90048
