about,address,avg_rating,category,gym,num_review,rating,region,reviewer_date,text,user_id,user_name,zipcode
"Row House, a boutique fitness rowing concept was first created in New York City with a specific objective: To give people of all different shapes, sizes, an ultimate calorie burning, full-body workout in an environment that's inclusive. Rowing uses 85% of your body's muscles (legs, core, arms) and is low-impact which builds up bodies instead of breaking them down.

Get up and row your way to a new mind and body. At Row House, each synchronized group fitness experience champions a sense of purpose; one that provides a fun, team-oriented environment that encompasses a true sense of community. Never rowed before? Don't worry, we will show you everything you need to know.",505 Colorado Ave,5.0,Gyms,Row House,4,5,,1/22/2020,"Had my first rowing workout yesterday at Row House and it was awesome! Wanted to write this review yesterday after leaving the studio but thought I should wait a night to see how my body felt this morning. Sure enough I woke up with every muscle in my legs, butt, abs, back and shoulders feeling sore! I've been to quite a few different types of studios (yoga, spin, Pilates...) but never had I experienced a total body workout like this. You get out of it what you put in, and the instructor Jenny was incredible. I've never been so focused in a workout! They really paid a lot of attention to the those in the class to make sure technique and form were correct. I signed up for the First Class Free option which was easy to do and definitely will come back for more!",aSomPUNqgXxXK6GfeDCX1Q,Christine H.,90401
"Welcome to Orangetheory Fitness, the energizing group interval fitness concept that is sweeping the nation! Orangetheory Fitness is a one-of-a-kind workout broken into intervals of cardiovascular and strength training, using a variety of equipment including treadmills, rowing, TRX straps, and free weights to tone your body and gain energy throughout the day.",687 Hobart Blvd,3.5,"Boot Camps,Gyms,Trainers",Orangetheory Fitness Koreatown,8,4,"Koreatown, Wilshire Center",2/28/2020,"I'm so glad this studio opened because I've been looking to challenge myself physically to get into better shape, and this place is super convenient! Front desk here is really friendly and a majority of the coaches are super nice, energetic and willing to help check your posture (Preston, Kaitlin, Nate). They offer a water refill station and lockers with built in locks. There are also two showers available if anyone wants a quick rinse.",LlHH1DH2Qe62Y5wgne5Agg,Kathy Z.,90005
"Welcome to Orangetheory Fitness, the energizing group interval fitness concept that is sweeping the nation! Orangetheory Fitness is a one-of-a-kind workout broken into intervals of cardiovascular and strength training, using a variety of equipment including treadmills, rowing, TRX straps, and free weights to tone your body and gain energy throughout the day.",687 Hobart Blvd,3.5,"Boot Camps,Gyms,Trainers",Orangetheory Fitness Koreatown,8,4,"Koreatown, Wilshire Center",1/25/2020,Overall - every time I go it gets better so bumping up at a 4.,aXADfZk--CV4sfyWMN37qQ,Andrew S.,90005
"Welcome to Orangetheory Fitness, the energizing group interval fitness concept that is sweeping the nation! Orangetheory Fitness is a one-of-a-kind workout broken into intervals of cardiovascular and strength training, using a variety of equipment including treadmills, rowing, TRX straps, and free weights to tone your body and gain energy throughout the day.",687 Hobart Blvd,3.5,"Boot Camps,Gyms,Trainers",Orangetheory Fitness Koreatown,8,4,"Koreatown, Wilshire Center",1/17/2020,OMG IT FINALLY HAPPENED. I've been waiting since last July for this place to open up. My friends have raved about OTF and I really wanted to try. When it just so happened that OTF Ktown was opening up and recruiting members I thought this was the perfect opportunity. ,83hGjT-0qeA-x3wKM7X5Zw,Amy K.,90005
"Welcome to Orangetheory Fitness, the energizing group interval fitness concept that is sweeping the nation! Orangetheory Fitness is a one-of-a-kind workout broken into intervals of cardiovascular and strength training, using a variety of equipment including treadmills, rowing, TRX straps, and free weights to tone your body and gain energy throughout the day.",687 Hobart Blvd,3.5,"Boot Camps,Gyms,Trainers",Orangetheory Fitness Koreatown,8,5,"Koreatown, Wilshire Center",2/5/2020,"Took first class today at the Koreatown location for tge 10:45am class. It went by fast.  Instructor was great and checked on us for correct form and provided alterations for different fitness levels.  I like getting a report of my workout, a summary was emailed to me to help keep track of my workouts.  The gym is brand new, initimate, and clean. Front desk folks were super friendly and helpful. There's a shower room, co-ed bathroom, plenty of small lockers to secure your belongings. Only thing uncertain of is parking... wasn't sure where to park so I parked in a paylot next door (beware no street parking Wed 10am -1pm)  I'll be coming back again!",FPjQAs7Pas-VyrU_1HJzTw,Ann S.,90005
"Welcome to Orangetheory Fitness, the energizing group interval fitness concept that is sweeping the nation! Orangetheory Fitness is a one-of-a-kind workout broken into intervals of cardiovascular and strength training, using a variety of equipment including treadmills, rowing, TRX straps, and free weights to tone your body and gain energy throughout the day.",687 Hobart Blvd,3.5,"Boot Camps,Gyms,Trainers",Orangetheory Fitness Koreatown,8,4,"Koreatown, Wilshire Center",3/13/2020,I love it friendly professional clean great trainers glad I came to this gym workouts every hour,zcmf86Ki8NiZSeiiuCW_tg,Eddie P.,90005
"Welcome to Orangetheory Fitness, the energizing group interval fitness concept that is sweeping the nation! Orangetheory Fitness is a one-of-a-kind workout broken into intervals of cardiovascular and strength training, using a variety of equipment including treadmills, rowing, TRX straps, and free weights to tone your body and gain energy throughout the day.",687 Hobart Blvd,3.5,"Boot Camps,Gyms,Trainers",Orangetheory Fitness Koreatown,8,1,"Koreatown, Wilshire Center",2/11/2020,This gym charge me $109 without my knowledge. It was completely unauthorized. I had purchased an item from them and should've never given them my information over the phone. Huge scam and I need my money back ASAP. I hate it when establishments like this gain your trust and then charge you behind your back hoping you won't notice.,pcIVNRDHrSq-7pKBDtIKLw,Marta W.,90005
"Welcome to Orangetheory Fitness, the energizing group interval fitness concept that is sweeping the nation! Orangetheory Fitness is a one-of-a-kind workout broken into intervals of cardiovascular and strength training, using a variety of equipment including treadmills, rowing, TRX straps, and free weights to tone your body and gain energy throughout the day.",687 Hobart Blvd,3.5,"Boot Camps,Gyms,Trainers",Orangetheory Fitness Koreatown,8,1,"Koreatown, Wilshire Center",2/19/2020,"My credit card was charged for a membership that I had called and cancelled before the studio even opened because the studio opened up so much later than the estimated time they had told me. I called them and was told I need to confirm cancellation via email, which I did the same day. 13 days later still nothing. I called the studio again and the woman that answered was extremely rude, told me only manager can look into that but I couldn't talk to the manager. Was told he'll call me back but couldn't tell me if it'll be today or even an estimate of when, should I be waiting hours, days, or weeks before I try to call back? Clearly they have poor customer service, I guess they don't care because they were not getting my business but I definitely won't ever even consider coming here or recommending it to anybody.",p-ivTObLXgAC1SeI6n7yyA,An N.,90005
"Welcome to Orangetheory Fitness, the energizing group interval fitness concept that is sweeping the nation! Orangetheory Fitness is a one-of-a-kind workout broken into intervals of cardiovascular and strength training, using a variety of equipment including treadmills, rowing, TRX straps, and free weights to tone your body and gain energy throughout the day.",687 Hobart Blvd,3.5,"Boot Camps,Gyms,Trainers",Orangetheory Fitness Koreatown,8,5,"Koreatown, Wilshire Center",2/28/2020,"Just took my first class and it was great! Nate the instructor was very good and made sure I was doing the workout right. Elena at the front desk was super nice and took the time to explain one on one how Orange Theory works, a very good experience ovI will be back for sure!! :)",Vf4lwZDJKOGyb_rBzBHcVA,Gisela R.,90005
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,3/10/2020,Needed a break when in SoCal visiting family- easy to book online & come in for a morning class. Parking was a little confusing but the lot is underneath the mall & look for the signs that direct u to Barrys & soul cycle area. Was greeted by a handsome friendly guy as I wandered in looking lost- got checked in & locked up my stuff. Work out was good & facilities on point to get cleaned up on site. Lots of good eats within the neighboring blocks as well. Definitely worth a return trip when in Hollywood area.,utpFs22zY_fXvx4_mxLTvw,H H.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,4,Hollywood,3/8/2020,"i was invited by a friend of mine to try this Barry's bootcamp a few times in the past but never gone. so i decided to go here today for the first time and i had an amazing time. i think i had a great instructor, i dont remember his name but it was a 10.30am class today.",umYv8UGd_RoWR3_n6CG-Gw,Jeffrey T.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,3,Hollywood,2/11/2020,"Love Barry's Bootcamp overall and I've been to this location a few times -- they have free parking and good amenities -- but I had a really alienating experience in class yesterday (Mon. 2/10/20). I got to class 10 minutes late. The desk staff was really sweet and assured me that I could still jump into class; I really appreciated their understanding. However, when I walked into class the instructor immediately called me out and chastised me in front of everyone. It was akin to a parent or teacher reprimanding a small child for doing something bad. He harped on this for a solid 4-5 minutes. Truly, SUCH an odd experience to have for something I paid to do?",OxLj3mSNenbokBlIv8-xyg,Christopher R.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,11/19/2019,"Parting ways with Equinox my quest for better health and changing up my approach to workouts brought me here...and it is fucking awesome...more $, but totally worth it...the combo of treadmill with floor workouts and dumbbells, resistance bands, and ab workouts has helped me lean up so well and every instructor is on their A-Game. Shout out to Rory who is an excellent DJ and motivational speaker throwing is some most excellent dubstep/trap/edm into his 50 min sesh (super current with some NGHTMRE, ASAP FERG, Yo Gotti, and then threw in some old school Bassnectar for fun lol...",oGnWx5SQOEU0I3UPXjCnOw,James C.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,5/18/2019,I used Barry's Bootcamp after receiving a free trial from class pass. I am an avid lifter and workout  2-3x a week. Barry's Bootcamp Still kicked my ass! The instructors are very motivational and know how to pinpoint specific muscle groups for each workout. ,Bp-m8dnddLxoiWQnlT0F8g,Mayson L.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,3,Hollywood,2/6/2019,I was feeling extra adventurous last week and decided to take a Barry's class after already doing a workout earlier in the morning. I took Nolan's Saturday class and did double floor (I skipped the treadmill portion). The class was semi challenging and worked up an ok sweat however if you're skipping the treadmill you lose a lot of the Barry's experience. I have terrible knees and was limping for a week after running in a previous class. If you're only doing the floor portion then your better off going to a HIIT class which will be significantly cheaper and an less repetitive than doing double floor at Barry's. ,iSTAoK1ZzHwvbHkL3uuOIQ,Hannah N.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,6/6/2019,"I had an amazing class at Barry's Bootcamp Hollywood, but let me say, it was the front desk service that made the experience amazing! It started with me running late to my 6:30pm class at which time I called the front desk to see if I could change to the 7:30pm class. The guy I spoke with was really nice and helpful. Unfortunately, after learning that I was taking the class with ClassPass, he said that he couldn't switch the time because it's booked through a third party. I then asked if I could just arrive a few minutes late since I was right outside the parking garage, to which he emphatically replied, ""yes, you absolutely can!"" Such a simple gesture of making an exception to slight tardiness is so rare at most LA fitness studios that I've been to. Not only did I get to take the class I was so looking forward to (I only missed the warmup) and drove in terrible traffic from downtown to take, but he also spared me that $20+ late fee that ClassPass undoubtedly would have charged me. The rest of my experience with the front desk (e.g checking in, parking validation) was also nothing but warm and friendly. ",ITLAVqZBpI--UVtOHfVS8Q,Rachel S.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,6/4/2019,The workouts are great and the instructors are very motivational. The class size is a bit bigger than I thought but seeing everyone working so hard it made me want to work harder!,kTiFbQ_P3WYYt1vk14cirg,Karen C.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,4,Hollywood,10/27/2019,Used some of last remaining Classpass credits to finally check out the place I'd been hearing so much about from so many folks I know.,WgNYHv-Vn_BcYwnCSFwNXQ,Delmus C.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,11/8/2019,I can definitely see what the hype is all about!,BShdYzvipEwlOoNU9zF7qw,Garrik K.,90028
"""I'm not a runner!"" ""I'm too scared!"" Well you're not alone. But have no fear, your inhibitions will be conquered once the lights go down, the music turns up and your Barry's experience begins. Our innovative technique works to ""shock"" the body in the most efficient and effective way to improve your cardiovascular system, lose weight and build muscle. Our world-class trainers are the best in the business and promote a positive, supportive environment that will help you break past your own personal boundaries. Come discover why Barry's Bootcamp has been voted ""The Best Celebrity Workout"" by Allure, Los Angeles Magazineand many others. Regardless of skill level, you can burn 1,000 calories in just one hour. You will see and feel results right away in a thumping music-filled environment where every class feels new, fun and exciting.

Barry's Bootcamp gives clients exactly what they want and need better than any other fitness studio or health club. Clients enter a warmly lit ""dance club-like space"", and allow the best team of instructors guide them through an intense one-hour workout. The program includes 30 minutes of cardio on treadmills and 30 minutes of strength training using free weights, bars, bands, and core strength drills.",6201 Hollywood Blvd,4.5,"Boot Camps,Gyms,Trainers",Barry's Hollywood,96,5,Hollywood,11/29/2018,"My absolute most favorite workout. It's intense in the best way, and I always leave feeling incredible and accomplished. Would not recommend if you are a complete newbie to working out. Get a little familiarized with basic moves like lunges, chest press, push ups, etc. first, otherwise it may be a bit tough to keep up with the pace of the class.",SW8txCoDGPWiP7LC3vkzAg,Kell S.,90028
